CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TransactionID,TransactionDate,AmountSpent,ProductCategory,InteractionID,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus
1,62,m,single,low,7194,2022-03-27,416.5,electronics,6363.0,2022-03-31,inquiry,resolved,2023-10-21,34,mobile app,0
2,65,m,married,low,7250,2022-08-08,54.96,clothing,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,9660,2022-07-25,197.5,electronics,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,2998,2022-01-25,101.31,furniture,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,1228,2022-07-24,397.37,clothing,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,8903,2022-01-09,285.21,electronics,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,3527,2022-09-16,311.34,electronics,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
2,65,m,married,low,9279,2022-11-19,199.73,groceries,3329.0,2022-03-17,inquiry,resolved,2023-12-05,5,website,1
3,18,m,single,low,9839,2022-10-08,241.06,books,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
3,18,m,single,low,7364,2022-08-15,51.07,clothing,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
3,18,m,single,low,4967,2022-09-17,419.95,furniture,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
3,18,m,single,low,1646,2022-07-09,287.72,groceries,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
3,18,m,single,low,7806,2022-03-02,299.86,groceries,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
3,18,m,single,low,7329,2022-02-11,403.32,furniture,9976.0,2022-08-24,inquiry,resolved,2023-11-15,3,website,0
4,21,m,widowed,low,3394,2022-07-31,125.64,electronics,7354.0,2022-11-18,inquiry,resolved,2023-08-25,2,website,0
4,21,m,widowed,low,3394,2022-07-31,125.64,electronics,5393.0,2022-07-03,inquiry,unresolved,2023-08-25,2,website,0
4,21,m,widowed,low,1211,2022-12-01,123.59,groceries,7354.0,2022-11-18,inquiry,resolved,2023-08-25,2,website,0
4,21,m,widowed,low,1211,2022-12-01,123.59,groceries,5393.0,2022-07-03,inquiry,unresolved,2023-08-25,2,website,0
4,21,m,widowed,low,4235,2022-12-22,241.45,electronics,7354.0,2022-11-18,inquiry,resolved,2023-08-25,2,website,0
4,21,m,widowed,low,4235,2022-12-22,241.45,electronics,5393.0,2022-07-03,inquiry,unresolved,2023-08-25,2,website,0
4,21,m,widowed,low,3419,2022-12-27,44.22,clothing,7354.0,2022-11-18,inquiry,resolved,2023-08-25,2,website,0
4,21,m,widowed,low,3419,2022-12-27,44.22,clothing,5393.0,2022-07-03,inquiry,unresolved,2023-08-25,2,website,0
4,21,m,widowed,low,7670,2022-05-22,382.39,furniture,7354.0,2022-11-18,inquiry,resolved,2023-08-25,2,website,0
4,21,m,widowed,low,7670,2022-05-22,382.39,furniture,5393.0,2022-07-03,inquiry,unresolved,2023-08-25,2,website,0
5,21,m,divorced,medium,1742,2022-02-21,475.69,groceries,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,9349,2022-08-12,178.91,furniture,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,7200,2022-12-02,373.51,groceries,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,4938,2022-10-21,155.76,electronics,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,5357,2022-07-04,308.8,electronics,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,6791,2022-08-31,219.98,furniture,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,7592,2022-12-21,218.98,electronics,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
5,21,m,divorced,medium,9249,2022-05-25,69.86,groceries,5921.861260568793,,feedback,resolved,2023-10-27,41,website,0
6,57,f,divorced,medium,6635,2022-08-11,365.57,books,2358.0,2022-05-05,feedback,resolved,2023-09-17,2,website,0
6,57,f,divorced,medium,3772,2022-10-29,448.86,clothing,2358.0,2022-05-05,feedback,resolved,2023-09-17,2,website,0
6,57,f,divorced,medium,6237,2022-08-09,41.7,furniture,2358.0,2022-05-05,feedback,resolved,2023-09-17,2,website,0
6,57,f,divorced,medium,8661,2022-07-03,104.0,furniture,2358.0,2022-05-05,feedback,resolved,2023-09-17,2,website,0
6,57,f,divorced,medium,9155,2022-10-18,204.16,electronics,2358.0,2022-05-05,feedback,resolved,2023-09-17,2,website,0
7,27,f,married,high,8762,2022-10-24,86.73,books,5921.861260568793,,feedback,resolved,2023-01-07,32,mobile app,0
8,37,m,single,low,4215,2022-10-25,263.24,books,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,4215,2022-10-25,263.24,books,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,2500,2022-11-09,483.91,clothing,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,2500,2022-11-09,483.91,clothing,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,1383,2022-07-06,240.92,books,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,1383,2022-07-06,240.92,books,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,6171,2022-06-10,346.24,clothing,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,6171,2022-06-10,346.24,clothing,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,1807,2022-07-13,253.68,furniture,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,1807,2022-07-13,253.68,furniture,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,5759,2022-09-26,161.56,electronics,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,5759,2022-09-26,161.56,electronics,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,9841,2022-03-10,297.33,furniture,4191.0,2022-04-29,inquiry,unresolved,2023-04-22,17,online banking,1
8,37,m,single,low,9841,2022-03-10,297.33,furniture,8937.0,2022-09-13,feedback,unresolved,2023-04-22,17,online banking,1
9,39,m,divorced,high,7332,2022-06-02,96.67,electronics,7813.0,2022-08-15,inquiry,resolved,2023-06-27,24,website,0
9,39,m,divorced,high,4938,2022-06-11,472.21,clothing,7813.0,2022-08-15,inquiry,resolved,2023-06-27,24,website,0
9,39,m,divorced,high,9647,2022-01-13,44.26,groceries,7813.0,2022-08-15,inquiry,resolved,2023-06-27,24,website,0
9,39,m,divorced,high,9438,2022-10-19,378.14,groceries,7813.0,2022-08-15,inquiry,resolved,2023-06-27,24,website,0
9,39,m,divorced,high,4713,2022-05-26,325.96,clothing,7813.0,2022-08-15,inquiry,resolved,2023-06-27,24,website,0
10,68,m,married,high,3487,2022-09-07,5.86,furniture,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,7614,2022-10-31,35.29,clothing,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,5052,2022-08-02,303.4,groceries,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,4074,2022-09-08,223.85,furniture,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,7393,2022-01-19,471.18,furniture,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,5096,2022-06-05,179.0,groceries,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
10,68,m,married,high,9067,2022-09-10,178.78,electronics,5921.861260568793,,feedback,resolved,2023-01-13,29,online banking,1
11,54,m,divorced,medium,6848,2022-06-06,334.62,books,6610.0,2022-10-28,feedback,resolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,6848,2022-06-06,334.62,books,7511.0,2022-01-26,feedback,unresolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,2486,2022-03-01,462.0,groceries,6610.0,2022-10-28,feedback,resolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,2486,2022-03-01,462.0,groceries,7511.0,2022-01-26,feedback,unresolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,5349,2022-09-22,163.78,books,6610.0,2022-10-28,feedback,resolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,5349,2022-09-22,163.78,books,7511.0,2022-01-26,feedback,unresolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,8270,2022-12-14,426.06,books,6610.0,2022-10-28,feedback,resolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,8270,2022-12-14,426.06,books,7511.0,2022-01-26,feedback,unresolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,9437,2022-10-03,347.37,groceries,6610.0,2022-10-28,feedback,resolved,2023-01-22,30,online banking,0
11,54,m,divorced,medium,9437,2022-10-03,347.37,groceries,7511.0,2022-01-26,feedback,unresolved,2023-01-22,30,online banking,0
12,41,f,married,low,6450,2022-11-02,87.1,electronics,8485.0,2022-11-29,feedback,resolved,2023-12-31,43,website,0
12,41,f,married,low,6450,2022-11-02,87.1,electronics,7872.0,2022-01-12,inquiry,unresolved,2023-12-31,43,website,0
13,24,f,divorced,low,1990,2022-09-27,173.13,electronics,9681.0,2022-07-27,complaint,resolved,2023-07-05,10,mobile app,0
13,24,f,divorced,low,2005,2022-07-23,54.17,clothing,9681.0,2022-07-27,complaint,resolved,2023-07-05,10,mobile app,0
13,24,f,divorced,low,4677,2022-08-10,164.72,books,9681.0,2022-07-27,complaint,resolved,2023-07-05,10,mobile app,0
14,42,m,widowed,medium,2745,2022-06-17,442.99,furniture,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,2745,2022-06-17,442.99,furniture,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,9980,2022-04-17,412.2,furniture,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,9980,2022-04-17,412.2,furniture,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,2396,2022-05-16,186.37,groceries,4459.0,2022-07-25,complaint,unresolved,2023-01-10,26,online banking,0
14,42,m,widowed,medium,2396,2022-05-16,186.37,groceries,8823.0,2022-07-29,feedback,resolved,2023-01-10,26,online banking,0
